0.23514850437641144,0.20845821499824524
0.19053028523921967,0.1586650013923645
0.14298968017101288,0.10332610458135605
0.09215352684259415,0.05377805605530739
0.05556246638298035,0.021894536912441254
0.03652350604534149,0.007477428298443556
0.022509872913360596,0.00239536352455616
0.012145115993916988,0.0008438674849458039
0.011577814817428589,0.0003306884318590164
0.005910886451601982,0.0001528139691799879
0.00618287269026041,7.808545342413709e-05
0.0043301815167069435,4.3822266889037564e-05
0.0032767194788903,2.6461351808393374e-05
0.003414042992517352,1.6586367564741522e-05
0.0021156789734959602,1.0509301318961661e-05
0.002634303644299507,6.908725936227711e-06
0.002368482295423746,4.451489530765684e-06
0.0019394163973629475,2.972911715914961e-06
0.002489254577085376,1.989465999940876e-06
0.0030942552257329226,1.3703819377042237e-06
